"Title","Patent Number","Application Number","Type","Filed","Inventors"
"System and method to prevent power supply failures based on data center environmental behavior","10877539","20190324514","Grant","April 23, 2018","Santosh Kumar Sahu, Rama R. Bisa, Sunil Lingappa, Ajaya K. Senapati, Vaideeswaran Ganesan"
